ID	TYPE	FACT	Weight
ID	TYPE	I 'synapsed to'	>AT n2o:weight^^xsd:integer
VFB:001000d6	owl:NamedIndividual	VFB:001011ye	1
VFB:001000d6	owl:NamedIndividual	VFB:00101380	6
VFB:001000d6	owl:NamedIndividual	VFB:00101220	13
VFB:001000d6	owl:NamedIndividual	VFB:00101383	6
VFB:001000d6	owl:NamedIndividual	VFB:001000n5	1
VFB:001000d6	owl:NamedIndividual	VFB:0010005v	3
VFB:001000d6	owl:NamedIndividual	VFB:00101221	2
VFB:001000d6	owl:NamedIndividual	VFB:001000m7	1
VFB:001000d6	owl:NamedIndividual	VFB:0010005u	1
VFB:001000d6	owl:NamedIndividual	VFB:001000eh	2
VFB:001000d6	owl:NamedIndividual	VFB:001000k8	1
VFB:001000d6	owl:NamedIndividual	VFB:0010005c	1
VFB:001000d6	owl:NamedIndividual	VFB:0010005q	1
VFB:001000d6	owl:NamedIndividual	VFB:0010011t	2
VFB:001000d6	owl:NamedIndividual	VFB:001000d3	1
VFB:001000d6	owl:NamedIndividual	VFB:001000jr	1
VFB:00101378	owl:NamedIndividual	VFB:001011ye	14
VFB:00101378	owl:NamedIndividual	VFB:001011yk	7
VFB:00101378	owl:NamedIndividual	VFB:001011yp	1
VFB:00101378	owl:NamedIndividual	VFB:001011yt	2
VFB:00101378	owl:NamedIndividual	VFB:0010004w	1
VFB:00101378	owl:NamedIndividual	VFB:0010006c	1
VFB:00101378	owl:NamedIndividual	VFB:0010006w	2
VFB:00101378	owl:NamedIndividual	VFB:0010006x	3
VFB:00101378	owl:NamedIndividual	VFB:0010007v	2
VFB:00101378	owl:NamedIndividual	VFB:0010007w	3
VFB:00101378	owl:NamedIndividual	VFB:0010007z	1
VFB:00101378	owl:NamedIndividual	VFB:0010008m	1
VFB:00101378	owl:NamedIndividual	VFB:0010009y	7
VFB:00101378	owl:NamedIndividual	VFB:001000a6	2
VFB:00101378	owl:NamedIndividual	VFB:001000a9	1
VFB:00101378	owl:NamedIndividual	VFB:00101171	27
VFB:00101378	owl:NamedIndividual	VFB:00101214	10
VFB:00101378	owl:NamedIndividual	VFB:00101249	9
VFB:00101378	owl:NamedIndividual	VFB:00101147	2
VFB:00101378	owl:NamedIndividual	VFB:00101179	3
VFB:00101378	owl:NamedIndividual	VFB:00101162	8
VFB:00101378	owl:NamedIndividual	VFB:00101170	5
VFB:00101378	owl:NamedIndividual	VFB:00101258	8
VFB:00101378	owl:NamedIndividual	VFB:00101176	11
VFB:00101378	owl:NamedIndividual	VFB:001000cl	1
VFB:00101378	owl:NamedIndividual	VFB:00101246	6
VFB:00101378	owl:NamedIndividual	VFB:00101219	17
VFB:00101378	owl:NamedIndividual	VFB:00101208	6
VFB:00101378	owl:NamedIndividual	VFB:00101184	8
VFB:00101378	owl:NamedIndividual	VFB:00101188	4
VFB:00101378	owl:NamedIndividual	VFB:00101236	3
VFB:00101378	owl:NamedIndividual	VFB:00101242	11
VFB:00101378	owl:NamedIndividual	VFB:00101178	13
VFB:00101378	owl:NamedIndividual	VFB:00101234	28
VFB:00101378	owl:NamedIndividual	VFB:00101137	5
VFB:00101378	owl:NamedIndividual	VFB:00101230	3
VFB:00101378	owl:NamedIndividual	VFB:00101237	9
VFB:00101378	owl:NamedIndividual	VFB:00101165	30
VFB:00101378	owl:NamedIndividual	VFB:00101274	19
VFB:00101378	owl:NamedIndividual	VFB:00101139	12
VFB:00101378	owl:NamedIndividual	VFB:00101190	15
VFB:00101378	owl:NamedIndividual	VFB:00101196	2
VFB:00101378	owl:NamedIndividual	VFB:00101191	7
VFB:00101378	owl:NamedIndividual	VFB:00101217	21
VFB:00101378	owl:NamedIndividual	VFB:00101212	1
VFB:00101378	owl:NamedIndividual	VFB:00101181	14
VFB:00101378	owl:NamedIndividual	VFB:00101164	12
VFB:00101378	owl:NamedIndividual	VFB:00101174	4
VFB:00101378	owl:NamedIndividual	VFB:00101159	1
VFB:00101378	owl:NamedIndividual	VFB:00101161	11
VFB:00101378	owl:NamedIndividual	VFB:00101253	3
VFB:00101378	owl:NamedIndividual	VFB:00101244	9
VFB:00101378	owl:NamedIndividual	VFB:00101218	20
VFB:00101378	owl:NamedIndividual	VFB:00101194	3
VFB:00101378	owl:NamedIndividual	VFB:00101187	4
VFB:00101378	owl:NamedIndividual	VFB:00101210	6
VFB:00101378	owl:NamedIndividual	VFB:00101133	2
VFB:00101378	owl:NamedIndividual	VFB:00101151	2
VFB:00101378	owl:NamedIndividual	VFB:00101220	3
VFB:00101378	owl:NamedIndividual	VFB:00101268	2
VFB:00101378	owl:NamedIndividual	VFB:001000ex	2
VFB:00101378	owl:NamedIndividual	VFB:001000fe	1
VFB:00101378	owl:NamedIndividual	VFB:001000ff	2
VFB:00101378	owl:NamedIndividual	VFB:001000fg	5
VFB:00101378	owl:NamedIndividual	VFB:001000g0	1
VFB:00101378	owl:NamedIndividual	VFB:001000gd	1
VFB:00101378	owl:NamedIndividual	VFB:001000gk	3
VFB:00101378	owl:NamedIndividual	VFB:001000gl	3
VFB:00101378	owl:NamedIndividual	VFB:001000gp	3
VFB:00101378	owl:NamedIndividual	VFB:001000gs	1
VFB:00101378	owl:NamedIndividual	VFB:001000gv	1
VFB:00101378	owl:NamedIndividual	VFB:001000gx	3
VFB:00101378	owl:NamedIndividual	VFB:001000gy	1
VFB:00101378	owl:NamedIndividual	VFB:001000gz	3
VFB:00101378	owl:NamedIndividual	VFB:001000h3	3
VFB:00101378	owl:NamedIndividual	VFB:001000h8	1
VFB:00101378	owl:NamedIndividual	VFB:001000hf	3
VFB:00101378	owl:NamedIndividual	VFB:001000hv	1
VFB:00101378	owl:NamedIndividual	VFB:001000hw	1
VFB:00101378	owl:NamedIndividual	VFB:001000hy	2
VFB:00101378	owl:NamedIndividual	VFB:001000hz	1
VFB:00101378	owl:NamedIndividual	VFB:001000i2	4
VFB:00101378	owl:NamedIndividual	VFB:001000i6	3
VFB:00101378	owl:NamedIndividual	VFB:001000i7	2
VFB:00101378	owl:NamedIndividual	VFB:001000i8	2
VFB:00101378	owl:NamedIndividual	VFB:001000i9	2
VFB:00101378	owl:NamedIndividual	VFB:001000id	3
VFB:00101378	owl:NamedIndividual	VFB:001000ie	1
